material_entity_id	material_entity_type	material_entity_type_iri	material_entity_type_vocabulary	institution_code	institution_id	owner_institution_code	owner_institution_id	collection_code	collection_id	catalog_number	other_catalog_numbers	record_number	preparations	disposition	verbatim_label	associated_sequences	material_citation	material_entity_remarks	material_gathering_id	evidence_for_occurrence_id	derived_from_material_entity_id	derivation_type	derivation_type_iri	derivation_type_vocabulary	part_of_material_entity_id
ECOSUR-SC:ECOAB:48060	Organism			ECOSUR-SC				ECOAB		48060	ECOSUR-SC:ECOAB:48060								e5f9851b-e62c-4ba4-ae78-ae61b27b1c70	a97d8f8f-667d-423d-a30a-56a446c1ae28					
ECOSUR-SC:ECOAB:48064	Organism			ECOSUR-SC				ECOAB		48064	ECOSUR-SC:ECOAB:48064								44412d80-f535-44ed-a8f8-7279bb35ff5e	a95fe05a-db49-41c1-9757-231c4e8665bc					
ECOSUR-SC:ECOAB:48067	Organism			ECOSUR-SC				ECOAB		48067	ECOSUR-SC:ECOAB:48067								30db1428-7d27-4881-bcfd-10e7634c0cad	02c85b72-cb89-46f5-9b64-2d8f03dd324a					
ECOSUR-SC:ECOAB:48072	Organism			ECOSUR-SC				ECOAB		48072	ECOSUR-SC:ECOAB:48072								49fcc191-4d11-48d9-ba32-65119617d56a	cc6b55d1-1ebb-44b0-b82f-7fd6025e091d					
ECOSUR-SC:ECOAB:48073	Organism			ECOSUR-SC				ECOAB		48073	ECOSUR-SC:ECOAB:48073								109a62d1-691e-4ac3-9f8d-509e95cda326	f7fd9ace-d8ed-4891-81d4-21d2de31599c					
ECOSUR-SC:ECOAB:48074	Organism			ECOSUR-SC				ECOAB		48074	ECOSUR-SC:ECOAB:48074								a615d87e-a5b7-4ea3-8ffb-4bb987af199a	265670d1-1202-4b87-955c-7748ff94159c					
ECOSUR-SC:ECOAB:48075	Organism			ECOSUR-SC				ECOAB		48075	ECOSUR-SC:ECOAB:48075								1c52f08f-10ef-4b66-87f7-82798a75b49c	4fbb3ab8-e0a0-4748-b4a9-8f5d062c234a					
ECOSUR-SC:ECOAB:48076	Organism			ECOSUR-SC				ECOAB		48076	ECOSUR-SC:ECOAB:48076								2197d4e2-57cc-446c-a1d1-d34952ad0177	9431a5a2-2ee5-4a02-a2cb-bce89974f673					
ECOSUR-SC:ECOAB:48077	Organism			ECOSUR-SC				ECOAB		48077	ECOSUR-SC:ECOAB:48077								9fdf9ab5-f2f7-46b7-b211-cbc7545c5d25	ea94b525-0db3-4202-9c6a-63fb627c472f					
ECOSUR-SC:ECOAB:48078	Organism			ECOSUR-SC				ECOAB		48078	ECOSUR-SC:ECOAB:48078								b6c5117f-5365-44a8-a92b-8670ef618d3f	d455a79b-a575-4e29-aeab-2e59b12b85bf					
ECOSUR-SC:ECOAB:48079	Organism			ECOSUR-SC				ECOAB		48079	ECOSUR-SC:ECOAB:48079								5d44497b-4e76-441c-a819-40ed75f3567e	1c6bb878-f22d-497e-9044-dc1c7d9656d3					
ECOSUR-SC:ECOAB:48080	Organism			ECOSUR-SC				ECOAB		48080	ECOSUR-SC:ECOAB:48080								a8d77740-a785-42c5-a5e0-f0b56cca9f9e	ccc8fb69-5b56-4efc-a9ab-f2bf9ab4fa14					
ECOSUR-SC:ECOAB:48081	Organism			ECOSUR-SC				ECOAB		48081	ECOSUR-SC:ECOAB:48081								07498b96-7b8b-42c2-af2b-8272e13be9b0	d493a07b-1de5-4d7e-b2f9-34efbaf2fa01					
ECOSUR-SC:ECOAB:48082	Organism			ECOSUR-SC				ECOAB		48082	ECOSUR-SC:ECOAB:48082								9932628e-b511-4234-af23-2311626007ff	378f4daa-41ac-4df2-8f30-1966fce1ee2f					
ECOSUR-SC:ECOAB:48084	Organism			ECOSUR-SC				ECOAB		48084	ECOSUR-SC:ECOAB:48084								c19ff477-57a2-425b-aedc-5bd70db96aff	8fd83bc8-5631-44cd-b8ce-5660cea110df					
ECOSUR-SC:ECOAB:48085	Organism			ECOSUR-SC				ECOAB		48085	ECOSUR-SC:ECOAB:48085								de19794a-27e6-47e0-bea7-b30dd2d38365	d7f112c9-fac4-42ec-8690-ca0a49ce428c					
ECOSUR-SC:ECOAB:48086	Organism			ECOSUR-SC				ECOAB		48086	ECOSUR-SC:ECOAB:48086								83485797-5c36-46fa-b7e0-13081e7c9d9f	e2317ea6-bf7b-4034-a1ff-4ac2413dbd63					
ECOSUR-SC:ECOAB:48087	Organism			ECOSUR-SC				ECOAB		48087	ECOSUR-SC:ECOAB:48087								4690f03e-a7ca-4596-884e-a9670fe10338	d4405f5e-25d1-460d-958d-1843d5120eab					
ECOSUR-SC:ECOAB:48088	Organism			ECOSUR-SC				ECOAB		48088	ECOSUR-SC:ECOAB:48088								0b6aa56e-2fc8-402d-b01c-5641f103b368	bff34e43-fa03-4e8d-a84c-1a98fb6ecf10					
ECOSUR-SC:ECOAB:48089	Organism			ECOSUR-SC				ECOAB		48089	ECOSUR-SC:ECOAB:48089								f4558378-8ea2-40e2-bbfe-bbdf924a5594	0b987eb1-b41d-4d95-902c-3db54f72b8e5					
ECOSUR-SC:ECOAB:48090	Organism			ECOSUR-SC				ECOAB		48090	ECOSUR-SC:ECOAB:48090								603f2c51-b1d8-4f2f-ae9b-b4ebd8ac108e	a82b8994-10e2-496f-b72d-f4bfe437a498					
ECOSUR-SC:ECOAB:48091	Organism			ECOSUR-SC				ECOAB		48091	ECOSUR-SC:ECOAB:48091								f3ac0d56-ef4d-41be-9971-a2c06cc24743	29ed091a-011b-4944-a9ba-5c02ffce5790					
ECOSUR-SC:ECOAB:48092	Organism			ECOSUR-SC				ECOAB		48092	ECOSUR-SC:ECOAB:48092								1d9f3099-b407-410a-9aeb-2d5115eb005b	1d180a46-b675-4261-bb64-4d1a454bdc9c					
ECOSUR-SC:ECOAB:48093	Organism			ECOSUR-SC				ECOAB		48093	ECOSUR-SC:ECOAB:48093								c7d054af-1c67-4356-a891-3bc8b89250d7	67bdbcc8-7d59-41bf-8ef9-202ea6067674					
ECOSUR-SC:ECOAB:48094	Organism			ECOSUR-SC				ECOAB		48094	ECOSUR-SC:ECOAB:48094								fb80511a-ef8e-4936-a7e4-89379c3b7898	f4e58197-7460-4603-bee7-07c83994bada					
ECOSUR-SC:ECOAB:48112	Organism			ECOSUR-SC				ECOAB		48112	ECOSUR-SC:ECOAB:48112								f4b89b19-b453-43be-ae48-e63ce66ada36	62de4bf5-69bc-4d7f-86a8-f30d399523fc					
ECOSUR-SC:ECOAB:48113	Organism			ECOSUR-SC				ECOAB		48113	ECOSUR-SC:ECOAB:48113								aef08e7a-d1a3-43d9-b1bd-f476cf4e0aea	7118184c-0daa-48f7-aff3-0dc703417c48					
ECOSUR-SC:ECOAB:48114	Organism			ECOSUR-SC				ECOAB		48114	ECOSUR-SC:ECOAB:48114								9e9ade30-e8be-48f0-a06e-655bb50baa49	c9dfb2eb-ca53-45af-8161-d1b798874df8					
ECOSUR-SC:ECOAB:48115	Organism			ECOSUR-SC				ECOAB		48115	ECOSUR-SC:ECOAB:48115								e95d1a34-add2-42b1-aeb6-1727ceee1585	3f0c1b25-3cb8-4131-acf9-c0a4e3ae40a7					
ECOSUR-SC:ECOAB:48117	Organism			ECOSUR-SC				ECOAB		48117	ECOSUR-SC:ECOAB:48117								4c80034a-f1dc-4cec-a586-ab7d56389ae0	9fc7a3cf-4b8d-4b97-9c7c-d1ef05f99d67					
ECOSUR-SC:ECOAB:48118	Organism			ECOSUR-SC				ECOAB		48118	ECOSUR-SC:ECOAB:48118								6c39d033-984a-4b38-a9f7-3ac0f4280c20	ac1c7a58-9a0f-4541-b6b1-6ad739bdb044					
ECOSUR-SC:ECOAB:48123	Organism			ECOSUR-SC				ECOAB		48123	ECOSUR-SC:ECOAB:48123								b5ba7a12-37c1-47c9-a88e-3bc3156930d5	3c78d5f3-81d2-4175-965b-24eb2aea66bc					
ECOSUR-SC:ECOAB:48131	Organism			ECOSUR-SC				ECOAB		48131	ECOSUR-SC:ECOAB:48131								c8f9d390-1ab6-4c83-a5b9-c06c6d125e71	47798852-b2ae-4577-8732-f5911d0844ad					
ECOSUR-SC:ECOAB:48134	Organism			ECOSUR-SC				ECOAB		48134	ECOSUR-SC:ECOAB:48134								d2f9e303-c6db-427a-8cd6-b06b7e879c81	80e15bf1-261f-4659-92e9-5c0d2b9aa306					
ECOSUR-SC:ECOAB:48138	Organism			ECOSUR-SC				ECOAB		48138	ECOSUR-SC:ECOAB:48138								57c42c02-5d6e-4454-86de-4c3661617849	72fa1015-51b2-4e7c-bfd0-5b6aff50b8b7					
ECOSUR-SC:ECOAB:48147	Organism			ECOSUR-SC				ECOAB		48147	ECOSUR-SC:ECOAB:48147								e8869fed-2d00-457f-bf9c-a737a35b779a	9a245aa7-7b8d-4c3e-a5f4-0bfcf29552f9					
ECOSUR-SC:ECOAB:48148	Organism			ECOSUR-SC				ECOAB		48148	ECOSUR-SC:ECOAB:48148								d0c9f2d9-14a2-431e-a8c8-7840cb504f82	3fc585ba-369b-4889-8fc1-abb64e40ee88					
ECOSUR-SC:ECOAB:48162	Organism			ECOSUR-SC				ECOAB		48162	ECOSUR-SC:ECOAB:48162								08b45188-fcb8-437e-a011-384a7157c374	eadfa05a-a42f-4188-931e-a312913d3c01					
ECOSUR-SC:ECOAB:48163	Organism			ECOSUR-SC				ECOAB		48163	ECOSUR-SC:ECOAB:48163								4bbf8ba1-3dac-4d63-8cd0-9076747186bf	0fe83612-0b1b-4299-a99a-c9a8b6c20286					
ECOSUR-SC:ECOAB:48164	Organism			ECOSUR-SC				ECOAB		48164	ECOSUR-SC:ECOAB:48164								0d9f5c6f-bf6f-42fa-bc43-4f9a9aedc99a	c260a2dd-4e92-42ef-a7f0-73a27a2811c8					
ECOSUR-SC:ECOAB:48165	Organism			ECOSUR-SC				ECOAB		48165	ECOSUR-SC:ECOAB:48165								9983083d-cbe9-462f-9139-5e92af000ce2	acc33060-2ed4-4fce-8138-f3576d615611					
ECOSUR-SC:ECOAB:48166	Organism			ECOSUR-SC				ECOAB		48166	ECOSUR-SC:ECOAB:48166								4c009c0a-01f9-44a1-b8ab-9e9adaa83c8e	a80cee18-f47e-4009-9279-ccdf1bd4bada					
ECOSUR-SC:ECOAB:48167	Organism			ECOSUR-SC				ECOAB		48167	ECOSUR-SC:ECOAB:48167								246dac29-4940-4dcd-bb55-ad6b9c4bb675	f4837d78-3890-43d6-baa6-3068f293a330					
ECOSUR-SC:ECOAB:48168	Organism			ECOSUR-SC				ECOAB		48168	ECOSUR-SC:ECOAB:48168								e4c889ba-7656-4a55-84d1-d252d57a07aa	59eef05f-4abe-4ab4-8d0a-e07c99638e37					
ECOSUR-SC:ECOAB:48169	Organism			ECOSUR-SC				ECOAB		48169	ECOSUR-SC:ECOAB:48169								960a4063-85e2-4eb7-ac82-0dc581b22c79	a8065f07-e3b1-4824-b91b-9bd57097ef4b					
ECOSUR-SC:ECOAB:48170	Organism			ECOSUR-SC				ECOAB		48170	ECOSUR-SC:ECOAB:48170								2555791a-6145-47d9-9fbf-dedf46c45fe7	39d08b92-9286-4a06-9477-144d33d613d7					
ECOSUR-SC:ECOAB:48171	Organism			ECOSUR-SC				ECOAB		48171	ECOSUR-SC:ECOAB:48171								ed75c088-72b4-42bb-b2ce-82b60aa530e0	8117e394-8ad0-4bf5-a6d0-3cb8e00f0fc5					
ECOSUR-SC:ECOAB:48172	Organism			ECOSUR-SC				ECOAB		48172	ECOSUR-SC:ECOAB:48172								98753e84-ba70-4c1e-8567-0221b6c17f04	ce42b6dc-c033-4ddf-a83a-e198d3a6bd36					
ECOSUR-SC:ECOAB:48173	Organism			ECOSUR-SC				ECOAB		48173	ECOSUR-SC:ECOAB:48173								6abaf452-3694-4738-988a-ce7f557f5e68	b7af4c9e-3c37-46b9-b8ee-a98e5f576f97					
ECOSUR-SC:ECOAB:48174	Organism			ECOSUR-SC				ECOAB		48174	ECOSUR-SC:ECOAB:48174								59557146-8539-4b82-87bb-89142bfb915c	99f32a0e-d65e-4f47-9ed7-870bff4b7d9b					
ECOSUR-SC:ECOAB:48175	Organism			ECOSUR-SC				ECOAB		48175	ECOSUR-SC:ECOAB:48175								f9255129-0c4a-4a21-8c4f-134d0de7d941	e54acf44-f794-47ac-b2fb-00182cfb8e2f					
ECOSUR-SC:ECOAB:48176	Organism			ECOSUR-SC				ECOAB		48176	ECOSUR-SC:ECOAB:48176								fe086bf8-81aa-4c8f-912f-d92868e3ac30	f157a8f6-3a81-4aee-abef-c96c98f3160c					
ECOSUR-SC:ECOAB:48177	Organism			ECOSUR-SC				ECOAB		48177	ECOSUR-SC:ECOAB:48177								614b7fb8-f16d-4e2c-a9ac-c5289432ee4b	8b82d4e2-43ee-42e8-b228-39a94a570d77					
ECOSUR-SC:ECOAB:48179	Organism			ECOSUR-SC				ECOAB		48179	ECOSUR-SC:ECOAB:48179								ce7a7a4f-c000-4bdf-a9ce-2f9687330d45	9a86cf7c-d5e0-4889-bd72-302cd78b8d44					
ECOSUR-SC:ECOAB:48180	Organism			ECOSUR-SC				ECOAB		48180	ECOSUR-SC:ECOAB:48180								253ba0c3-cb31-4352-b071-b3301c188b49	a9c5e87b-65ac-4b39-b1f3-3f4064f7949a					
ECOSUR-SC:ECOAB:48181	Organism			ECOSUR-SC				ECOAB		48181	ECOSUR-SC:ECOAB:48181								ab322d27-5893-4c84-9198-ec0c8cebf1b2	b5f6d959-903c-4e49-aede-e163dc090de4					
ECOSUR-SC:ECOAB:48182	Organism			ECOSUR-SC				ECOAB		48182	ECOSUR-SC:ECOAB:48182								821b68da-6de2-4631-95f1-9a58b346b84d	b2b82b49-170c-4970-a926-0b8eea7f1c6e					
ECOSUR-SC:ECOAB:48184	Organism			ECOSUR-SC				ECOAB		48184	ECOSUR-SC:ECOAB:48184								0a48825c-89fe-44a0-a751-da732a3bd923	772eaa91-22e0-4501-bc0c-13305ab1b56f					
ECOSUR-SC:ECOAB:48185	Organism			ECOSUR-SC				ECOAB		48185	ECOSUR-SC:ECOAB:48185								5221c374-709d-4f25-9c0a-94285354fb6d	96860722-b27f-4313-b25b-7ec61596d8e5					
ECOSUR-SC:ECOAB:48223	Organism			ECOSUR-SC				ECOAB		48223	ECOSUR-SC:ECOAB:48223								42bd3745-9d4c-4f69-9320-12a264bd9222	6eb04124-1160-4e33-bbdb-d00b54dae042					
ECOSUR-SC:ECOAB:48228	Organism			ECOSUR-SC				ECOAB		48228	ECOSUR-SC:ECOAB:48228								04da157f-863b-44cb-8ef6-b925e0537518	f0542178-4ec8-4079-a97e-07ad697776a5					
ECOSUR-SC:ECOAB:48231	Organism			ECOSUR-SC				ECOAB		48231	ECOSUR-SC:ECOAB:48231								9fa1f162-6dfe-40df-a743-2b5fe82b0977	6caa1b48-ef18-4e6f-bde2-48f02b0eac16					
ECOSUR-SC:ECOAB:48234	Organism			ECOSUR-SC				ECOAB		48234	ECOSUR-SC:ECOAB:48234								67197cf0-f6c7-4375-804d-36e4977eafac	a572dd1b-77ab-4cba-b4fe-967a64b51ccf					
ECOSUR-SC:ECOAB:48241	Organism			ECOSUR-SC				ECOAB		48241	ECOSUR-SC:ECOAB:48241								aa090fe4-b4a5-46e0-a8d9-b6807b671455	97f31971-97dc-49f9-b5e5-554c4c190760					
ECOSUR-SC:ECOAB:48242	Organism			ECOSUR-SC				ECOAB		48242	ECOSUR-SC:ECOAB:48242								0a812fd9-526b-44d4-accf-174fbd5f4308	bc6396ca-5315-4d66-b104-eb5f23664294					
ECOSUR-SC:ECOAB:48246	Organism			ECOSUR-SC				ECOAB		48246	ECOSUR-SC:ECOAB:48246								22bfdee6-eb8c-477f-aae0-dc3b0daf3aae	f59e7cc2-b882-4d98-93e5-d0f767380cc1					
ECOSUR-SC:ECOAB:48247	Organism			ECOSUR-SC				ECOAB		48247	ECOSUR-SC:ECOAB:48247								a0181ab0-79b4-4092-a8d9-db105e1a351f	4d680d9e-d633-4726-8804-b7df5bc62547					
ECOSUR-SC:ECOAB:48248	Organism			ECOSUR-SC				ECOAB		48248	ECOSUR-SC:ECOAB:48248								7aef2baf-a2e3-42af-85d2-1891c5e26725	009bdeae-4804-4a7a-9f98-18d6dfc1f70f					
ECOSUR-SC:ECOAB:48250	Organism			ECOSUR-SC				ECOAB		48250	ECOSUR-SC:ECOAB:48250								e689cc62-e289-466a-bded-dc0f5d915b0a	5404dccc-5921-4d28-900b-09547a863a85					
ECOSUR-SC:ECOAB:48252	Organism			ECOSUR-SC				ECOAB		48252	ECOSUR-SC:ECOAB:48252								5be9afe3-8647-4882-9431-2be0ea33b99c	f7b6e5e4-949c-4dfa-9db5-0c0573b67ca7					
ECOSUR-SC:ECOAB:48253	Organism			ECOSUR-SC				ECOAB		48253	ECOSUR-SC:ECOAB:48253								02f08392-628a-464f-8ce1-2aaaaabdddd3	3be4f185-d619-4ac8-a0bc-92af48733fb0					
ECOSUR-SC:ECOAB:48254	Organism			ECOSUR-SC				ECOAB		48254	ECOSUR-SC:ECOAB:48254								d89d594f-cb5d-48a2-812b-2b679a20e9ec	4474335a-b4b2-458f-9016-43ee893a3b2c					
ECOSUR-SC:ECOAB:48255	Organism			ECOSUR-SC				ECOAB		48255	ECOSUR-SC:ECOAB:48255								ca6e99a2-5a1c-4f48-9187-84c4e2be2738	b9c84811-1f43-44b2-ad93-b7db671d900b					
ECOSUR-SC:ECOAB:48256	Organism			ECOSUR-SC				ECOAB		48256	ECOSUR-SC:ECOAB:48256								e51344e5-adeb-4ad5-93d0-e6d6eae47196	60666fd9-fb45-41c0-9afb-cd8ce60847b5					
ECOSUR-SC:ECOAB:48257	Organism			ECOSUR-SC				ECOAB		48257	ECOSUR-SC:ECOAB:48257								7bdf7ec0-b3ef-4528-8624-4395df6ae8e0	0bc07ab2-b83a-454b-a251-b4a67eb02063					
ECOSUR-SC:ECOAB:48258	Organism			ECOSUR-SC				ECOAB		48258	ECOSUR-SC:ECOAB:48258								7e304393-c27c-432b-9281-4e8a6abc7601	90b14c73-29ce-409f-969e-25e5d6812a62					
ECOSUR-SC:ECOAB:48259	Organism			ECOSUR-SC				ECOAB		48259	ECOSUR-SC:ECOAB:48259								9f93e9ae-be20-4c43-bb3b-6a0ddad4b5a3	336866aa-8b31-496a-aaf1-e0228e8baad9					
ECOSUR-SC:ECOAB:48295	Organism			ECOSUR-SC				ECOAB		48295	ECOSUR-SC:ECOAB:48295								c4393716-fe9d-4194-8e19-b08bc3d7cfa0	8dc31344-235b-4d82-bd3e-dc6e7c64356a					
ECOSUR-SC:ECOAB:48296	Organism			ECOSUR-SC				ECOAB		48296	ECOSUR-SC:ECOAB:48296								4b8e54ab-067f-4bce-adac-afcd6e26446d	18af09b6-e78a-44a3-9621-3e1e07067498					
ECOSUR-SC:ECOAB:48364	Organism			ECOSUR-SC				ECOAB		48364	ECOSUR-SC:ECOAB:48364								778879fe-114e-4c02-8835-07b3f340f881	00a5d71c-6715-4a69-9e16-beea7e77b31c					
ECOSUR-SC:ECOAB:48379	Organism			ECOSUR-SC				ECOAB		48379	ECOSUR-SC:ECOAB:48379								98de306e-fa45-46de-bc49-3da2f1273d84	3b670a06-8425-433f-ab35-7940e86396dd					
ECOSUR-SC:ECOAB:48382	Organism			ECOSUR-SC				ECOAB		48382	ECOSUR-SC:ECOAB:48382								34f8cd7d-21b4-4058-835b-05e80518d2a4	47a1b8b8-1b56-44e8-91e2-8b88102cd69c					
ECOSUR-SC:ECOAB:48387	Organism			ECOSUR-SC				ECOAB		48387	ECOSUR-SC:ECOAB:48387								50c806b9-8f71-4245-8011-787bafb38f9c	5c25e5d8-4837-4181-8c77-b75ae32e44bb					
ECOSUR-SC:ECOAB:48393	Organism			ECOSUR-SC				ECOAB		48393	ECOSUR-SC:ECOAB:48393								c7f46f90-026d-432c-931c-e6b9935db265	1b6981ff-f441-4203-ac4f-76291766297e					
ECOSUR-SC:ECOAB:48395	Organism			ECOSUR-SC				ECOAB		48395	ECOSUR-SC:ECOAB:48395								b3e91542-e2b9-4d6a-95a4-e4de9380525c	5cc15633-3a9f-49e9-9cc6-1f79a4d0c069					
ECOSUR-SC:ECOAB:48396	Organism			ECOSUR-SC				ECOAB		48396	ECOSUR-SC:ECOAB:48396								1d2f61a5-01bf-42d2-88c9-c21ba7f70a23	81ba7210-054c-4775-8acb-eb6d0c3db58c					
ECOSUR-SC:ECOAB:48397	Organism			ECOSUR-SC				ECOAB		48397	ECOSUR-SC:ECOAB:48397								bf7b0dc1-2317-4d80-99ad-3bea23bbb60b	54d855f4-191d-454f-b3f3-ef76f5c2f16d					
ECOSUR-SC:ECOAB:48398	Organism			ECOSUR-SC				ECOAB		48398	ECOSUR-SC:ECOAB:48398								3a36871e-5eb6-4fc5-909a-ce4d1b82a5fd	9c149d5a-5a41-4aa4-ba9b-9120ac199d64					
ECOSUR-SC:ECOAB:48399	Organism			ECOSUR-SC				ECOAB		48399	ECOSUR-SC:ECOAB:48399								093049ce-14f4-4ea8-8e73-3f289d8740ec	daadc141-a72b-475e-9834-6471fffb1c44					
ECOSUR-SC:ECOAB:48400	Organism			ECOSUR-SC				ECOAB		48400	ECOSUR-SC:ECOAB:48400								3eb9a477-b395-4138-81d7-1781c0aed026	9fef07d7-58cd-4f36-928b-c25057e6fb0a					
ECOSUR-SC:ECOAB:48401	Organism			ECOSUR-SC				ECOAB		48401	ECOSUR-SC:ECOAB:48401								ad75b5c0-a205-43e6-aea7-5cb420f26f04	8c259c9c-aeff-487d-8fab-710f1941d9ec					
ECOSUR-SC:ECOAB:48402	Organism			ECOSUR-SC				ECOAB		48402	ECOSUR-SC:ECOAB:48402								e12b400c-fdde-415d-a2f6-4e2f8795bf06	7b11c7af-2c79-44bd-acc5-ff3f3f9ee8b2					
ECOSUR-SC:ECOAB:48403	Organism			ECOSUR-SC				ECOAB		48403	ECOSUR-SC:ECOAB:48403								4f226804-1346-4292-8fe5-77f6c7df7db2	5a44e00f-166f-45b4-87bd-c6799e306fd8					
ECOSUR-SC:ECOAB:48404	Organism			ECOSUR-SC				ECOAB		48404	ECOSUR-SC:ECOAB:48404								9e5769cf-b70b-4cff-9b38-1c84580335df	d0cc7316-57c2-4ddd-9246-6b8bea1c42f2					
ECOSUR-SC:ECOAB:48405	Organism			ECOSUR-SC				ECOAB		48405	ECOSUR-SC:ECOAB:48405								c5132495-203d-4e63-8e33-e1fad4a2106b	2422f781-d41a-49d7-b2ef-cfa92e645bb2					
ECOSUR-SC:ECOAB:48406	Organism			ECOSUR-SC				ECOAB		48406	ECOSUR-SC:ECOAB:48406								741e3764-a05d-4aa4-9423-621102913b34	c5020ce5-c15d-4307-a672-fa33ffa9a6e0					
ECOSUR-SC:ECOAB:48416	Organism			ECOSUR-SC				ECOAB		48416	ECOSUR-SC:ECOAB:48416								7c3a2ef2-6a66-4a5c-ab54-0c2059352b66	db16e1d1-d47f-4274-90fc-c61e45cdb9f3					
ECOSUR-SC:ECOAB:48418	Organism			ECOSUR-SC				ECOAB		48418	ECOSUR-SC:ECOAB:48418								c9a870af-a0c2-4f29-bb12-3dd6a42732ed	b1f73199-6589-487a-aab1-d8917d44a8a4					
ECOSUR-SC:ECOAB:48422	Organism			ECOSUR-SC				ECOAB		48422	ECOSUR-SC:ECOAB:48422								32c6a00a-5a9d-4bc2-911e-4dd83071b9ef	5089875d-3f9c-47dd-847a-dd7a10f2ec87					
ECOSUR-SC:ECOAB:48424	Organism			ECOSUR-SC				ECOAB		48424	ECOSUR-SC:ECOAB:48424								93a81c37-be6c-4521-a4ed-7f99d86d6e6a	724b2dcf-71b5-4d7c-9d70-c0fecf512234					
ECOSUR-SC:ECOAB:48426	Organism			ECOSUR-SC				ECOAB		48426	ECOSUR-SC:ECOAB:48426								183c53a6-38e0-42ac-8a8b-29683ef2d60e	fe77e3b2-f0c6-4d60-995d-a1f5b6263aa6					
ECOSUR-SC:ECOAB:48471	Organism			ECOSUR-SC				ECOAB		48471	ECOSUR-SC:ECOAB:48471								24463240-1da0-4ffb-bbc2-03d33ff92e2f	e161a7ef-9495-45e8-9f3a-f5be72093a1d					
ECOSUR-SC:ECOAB:48472	Organism			ECOSUR-SC				ECOAB		48472	ECOSUR-SC:ECOAB:48472								11d8c83f-a9df-48e9-b6ea-268d2b75abcd	087bacc5-4ce0-4d66-ba30-ba39fb68b27e					
ECOSUR-SC:ECOAB:48473	Organism			ECOSUR-SC				ECOAB		48473	ECOSUR-SC:ECOAB:48473								0c78083e-a583-4e09-b238-bbafee402cfc	f5b1c240-9463-4f24-8142-019895699b74					
ECOSUR-SC:ECOAB:48474	Organism			ECOSUR-SC				ECOAB		48474	ECOSUR-SC:ECOAB:48474								f517789b-a370-4199-a607-d360db4b0b55	8d4eebe6-0f7d-4b4d-9293-1b75761291f1					
ECOSUR-SC:ECOAB:48475	Organism			ECOSUR-SC				ECOAB		48475	ECOSUR-SC:ECOAB:48475								1cf95378-7516-4650-b1f6-54600ef32b4c	a3d347e3-20ed-4b12-99df-a9dcacc7d9d2					
ECOSUR-SC:ECOAB:48476	Organism			ECOSUR-SC				ECOAB		48476	ECOSUR-SC:ECOAB:48476								4319547d-7ab1-42f8-9666-25389b72ebc1	4f86c2a5-669a-44f4-8762-245da4263ba2					
ECOSUR-SC:ECOAB:48478	Organism			ECOSUR-SC				ECOAB		48478	ECOSUR-SC:ECOAB:48478								1c28cb73-8a25-4893-916c-e6acd0d3094b	b83f2d71-7fe4-4e56-89ef-1504a0d015e5					
ECOSUR-SC:ECOAB:48480	Organism			ECOSUR-SC				ECOAB		48480	ECOSUR-SC:ECOAB:48480								2928812e-0a4b-4faa-b1e0-d6c5b03b6aa6	b819b946-6fb5-4ad3-a98e-bbf21c3d073e					
ECOSUR-SC:ECOAB:48482	Organism			ECOSUR-SC				ECOAB		48482	ECOSUR-SC:ECOAB:48482								07cb5696-f9fe-4246-b2af-1d06ff9eedd2	88c2e341-da2c-43be-b92c-58378ff03a0e					
ECOSUR-SC:ECOAB:48487	Organism			ECOSUR-SC				ECOAB		48487	ECOSUR-SC:ECOAB:48487								52e06012-d1f5-4d36-a739-816acf83c362	6764df08-24c8-4ca5-80e3-6999b3bb6b19					
ECOSUR-SC:ECOAB:48489	Organism			ECOSUR-SC				ECOAB		48489	ECOSUR-SC:ECOAB:48489								db79215e-f59a-4063-bde8-45fd8013f61d	8bcdd877-cb1a-4dd8-938d-2b377faa1c54					
ECOSUR-SC:ECOAB:48490	Organism			ECOSUR-SC				ECOAB		48490	ECOSUR-SC:ECOAB:48490								f6a28436-4347-461e-833c-f55456067f16	17bcd491-f9d8-4de5-82b1-a2ecd6feed33					
ECOSUR-SC:ECOAB:48491	Organism			ECOSUR-SC				ECOAB		48491	ECOSUR-SC:ECOAB:48491								94371d0d-341f-4ae8-97b0-caa7e20f438e	3edad540-9ef3-4264-b2fe-d616f87ca066					
ECOSUR-SC:ECOAB:48492	Organism			ECOSUR-SC				ECOAB		48492	ECOSUR-SC:ECOAB:48492								307778c3-ef86-46c3-afef-3c73b2aa3e18	467c67a7-a008-4b40-a24f-a7ac0caa1186					
ECOSUR-SC:ECOAB:48493	Organism			ECOSUR-SC				ECOAB		48493	ECOSUR-SC:ECOAB:48493								8b1ce1eb-48bf-438d-9d0d-c23493580bd9	fa3fc368-0e27-409b-b2d7-2fd603beea49					
ECOSUR-SC:ECOAB:48496	Organism			ECOSUR-SC				ECOAB		48496	ECOSUR-SC:ECOAB:48496								935a3382-6d9a-4427-86b5-157b9463fae7	da37c85d-e709-41c0-9c62-36c623385141					
ECOSUR-SC:ECOAB:48498	Organism			ECOSUR-SC				ECOAB		48498	ECOSUR-SC:ECOAB:48498								58a8d773-ecaa-4abb-9dcc-f3071385ae0f	cd048abc-5f7d-4d14-98e0-3cac8b2158d0					
