material_entity_id	material_entity_type	material_entity_type_iri	material_entity_type_vocabulary	institution_code	institution_id	owner_institution_code	owner_institution_id	collection_code	collection_id	catalog_number	other_catalog_numbers	record_number	preparations	disposition	verbatim_label	associated_sequences	material_citation	material_entity_remarks	gathering_event_id	derived_from_material_entity_id	derivation_type	derivation_type_iri	derivation_type_vocabulary	part_of_material_entity_id
df452efa764c801316702eea6110700b	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4585-MOR-5			Germoplasma en conservación						3b6cea21-6693-4bae-b0da-06945063d95d					
df4a8f0ff2a7ed68396411025876d035	Organism			ECOSUR				CH		2000-0210-3			Germoplasma en conservación						0a1ecdf8-4671-487c-b29a-34883daba388					
df4e4a09b824090dd60bdb9ce5049d97	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7925-VER-18			Germoplasma en conservación						51e741db-b310-49a0-b630-8f0c2a73ff3a					
df553bde5b5f31e3ef4c8ec5fe54e20e	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4931-NAY-187		EHX 14626	Germoplasma en conservación						f89c2295-e243-41db-b3ac-25cc2ac5c2fb					
df59659d0cdc95283e6c22f6c574371a	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2622-HGO-161			Germoplasma en conservación						15fecaa6-e30c-475a-823e-0323841c495b					
df66709b61bac5ccdd4f5c0c6ec55ce3	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1035-CHIH-100			Germoplasma en conservación						309085ce-a9d1-458c-b95c-384a399d66ed					
df668c2c3747692b0e041c83d4911db1	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9132-SON-55			Germoplasma en conservación						539eb9a4-e69d-4aca-8255-d5567818fb37					
df6d170bc3f68c17f5aef8fd5938569f	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1653-DGO-193		EHX 15362	Germoplasma en conservación						f27a48e7-a69d-4361-b771-7897baf6385f					
df74d203d635a69131729d0dd6920080	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4927-NAY-183		EHX 14556	Germoplasma en conservación						bbf8b191-e535-40a5-b57b-3e6e53a021f6					
df8a49f671b66b6697d51223ac7225cf	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9423-TLAX-366		AMA & SSC 34	Germoplasma en conservación						6747d4cc-8780-419d-9dcb-bafdada733bf					
df992bc06ce4c2a4f6b34525d48d3bef	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7500-TAMS-74			Germoplasma en conservación						0a9f2f4d-785f-47b5-a74a-9f45fc713879					
df992f8da47f4325bc66d37a28c60d0a	Organism			CINVESTAV-IPN				UCG-CINVESTAV		1623			Germoplasma en conservación						bd469763-0dbc-47c4-8a2e-6fd95b3e9045					
df99b7170623c60e69bc55f611aa3790	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9034-VER-656		PRV, JAA, MSM, DA, RA, PS 6	Germoplasma en conservación						49a465c8-a588-4ba3-beae-6e8616fce578					
dfa351201606e38cfcb13054c402169e	Organism			CIRPAS-INIFAP				BAGENO		11708-OAX-1537			Germoplasma en conservación						ebbc98ac-e6b9-4fcb-83b6-b1885fe889cc					
dfa7779281129590d9b8d56d18e08cee	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1837-GTO-101			Germoplasma en conservación						82ae216a-abfb-4269-a1b2-b6fd63eaa6c1					
dfaa1e5e27c748974618357cf7af8f37	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1876-GTO-145			Germoplasma en conservación						81cc4311-0a3b-4eb7-926d-180f5103134b					
dfb4841cd5dd0aad7eb03f7386aa4c03	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4895-NAY-151		EHX 14436	Germoplasma en conservación						2ef5bc90-2f67-44e7-9ed4-6c2d049a7426					
dfb4d6464bf7f13cc34c5e28adcc23a6	Organism			CIMMYT				CIMMYT		10312-T.spp-1806-39			Germoplasma en conservación						c79ba790-bdf8-43ee-8996-c1d93ef5daa3					
dfbedc1e7a422abe0cba29057f9bdc45	Organism			ECOSUR				CH		2002-0976-1			Germoplasma en conservación						af4011a5-b7a9-4959-9ada-f31a99e3e1fd					
dfc128757dd6ca52d26dd2fa4c02cf87	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		504-CHIS-270		IIA 1215	Germoplasma en conservación						0ab65584-a91a-4977-bdde-51918b01d23d					
dfcaa2cce17a95c0b8125a97ef22c63d	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2915-JAL-204			Germoplasma en conservación						2949c506-03f9-4100-8b9c-182ffd110aab					
dfcef9d48508c830681a078a450b9519	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9431-TLAX-374		AMA & SSC 42	Germoplasma en conservación						956eabda-ef05-4cd4-aebe-534d589db061					
dfd1ce21b2892330e718b38af2a8c61e	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5452-OAX-248		EHX 15668	Germoplasma en conservación						65d8eab8-bef0-464f-94bf-8fc367826d10					
dfd2c414efc6f4dd0ff45b2ba51242f0	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		11528-OAX-1357			Germoplasma en conservación						97075680-be12-4486-9020-c89435fabfc7					
dfd3a6bae4236d51228887c6148282e3	Organism			ECOSUR				CH		2000-0225-3			Germoplasma en conservación						a798d668-8b88-4a74-9292-4dfc48981b08					
dfd5e240219db639e244ccccd75bfba7	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6713-QRO-108			Germoplasma en conservación						1628d9f3-c01a-4730-b696-2a88c23f4b09					
dfd74bc707ade338c59d684c42bee7af	Organism			ECOSUR				CH		2002-0030-1			Germoplasma en conservación						f0359433-8282-4f2b-80d4-f02f3e3feb9f					
dfd7e16e498289afe12455fe0a4c9635	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1910-GTO-179			Germoplasma en conservación						50d5087a-0bbc-4f0b-a321-9321cfe22fa5					
dfe0669b57ce5ac64776964da0450ce2	Organism			ECOSUR				CH		2002-1533-1			Germoplasma en conservación						4948bff0-126d-4b1a-9ff9-10daa866036e					
dfe432ab16085902faf61c29a0bce258	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9754-GTO-426		BMDH 56	Germoplasma en conservación						a7e68459-72b8-41bc-b643-517dd435861a					
dfe51b9c1647b0ecc26aa54ae67bc75e	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9800-AGS-81		LPG 4	Germoplasma en conservación						26e662ba-def7-425c-bc84-d8d958728cf4					
dfea33ddb9d33fd8bfdd1991752f421c	Organism			ECOSUR				CH		2000-0337-2			Germoplasma en conservación						6746ceae-1283-49df-a90a-40bc8bb7486a					
dff04054d0bf105ba531cbf0e6663041	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9268-TAB-29		CSAT 28	Germoplasma en conservación						e5def3d3-bbb4-45e5-80da-959ebacbb085					
dff6834c39452e868a18ef6ecd355e61	Organism			ECOSUR				CH		2002-0330-1			Germoplasma en conservación						c30626ba-21b5-44e5-a11d-5dcde12e26d6					
dffa8a3e4cccaf0f502228c57da23fb6	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7270-SON-25			Germoplasma en conservación						e55b632e-199a-4243-86fe-2e1c2eb4af5b					
dffc79e418acdd11b8bc2e0ebd2fc5ec	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6496-PUE-738		MFB & ARR 8	Germoplasma en conservación						b02da217-340d-4b60-8e82-a23311e0a749					
dfff11271d27318bfce101e3d2590b1e	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3131-JAL-416			Germoplasma en conservación						024a2553-0d6f-4e3e-9772-3442c301aa17					
e00094c2390f6ec4038783850a5a953c	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2765-JAL-63			Germoplasma en conservación						9470395b-28a9-4a32-9cfe-cf76823a8960					
e013e680d5c84e8fd4696a849dfedb1f	Organism			ECOSUR				CH		2002-1637-2			Germoplasma en conservación						45e61fad-3ada-4de0-a1b5-83e34ac5b5c0					
e0145c74d045377a9df0cbdf4f4f72dd	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2545-HGO-84		ARR 46	Germoplasma en conservación						a9018523-5dd0-474c-9f5d-1dd892c3eeef					
e01aed51a9e50f359525cdc22f59cd27	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2318-GRO-239			Germoplasma en conservación						35c6cb41-b8ba-48a8-837b-71931b30c8d1					
e02bcb981e4989196fe8301a72aceba2	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7885-TLAX-310		ARR 67	Germoplasma en conservación						7ea1d179-5c94-469b-9d0f-28b4ca57fe85					
e02e501a1556a168107c957ece74807a	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5467-OAX-263		EHX 15691	Germoplasma en conservación						b9f2d731-b1b7-4293-800c-d91175a63461					
e031b3881e25a011472c6ff0080d57cb	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6808-QROO-92		HML 96	Germoplasma en conservación						6805f5c8-1174-4bdf-99e8-73506ee42c02					
e034fe02288cc5e919a0ff2c233187e8	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4156-MICH-33			Germoplasma en conservación						f5ac1228-f641-4588-aebd-3e1e5b49878c					
e03afb6879d131e1af02320e89a881d2	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7570-TAMS-143		CVM y estudiantes de UANL 59	Germoplasma en conservación						68e514f5-c8f3-4c21-a1e8-6c4add28b373					
e03cd0808ece8517b1b565ddb099a95a	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9088-VER-710		PRV, JAA, MSM, DA, RA, PS 60	Germoplasma en conservación						f10acf68-7a29-422b-bc71-fa4ab4e621d9					
e0436c953ec21eef1abdd9e5292d7f6d	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2981-JAL-267			Germoplasma en conservación						25a6561b-4a19-4bb9-9794-299859062935					
e043b7fc08baa6d2f2d3c1f10d4231d8	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		10966-OAX-795		FJS 126	Germoplasma en conservación						823bc8fc-6685-466a-8036-4a3fcedefa0f					
e044b57914d06e12ac793871cc9faea3	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		10939-OAX-768		J 99	Germoplasma en conservación						5a39dcae-d083-44ca-890b-c3c2c3c04bae					
e04869cff5a623af7bf3f9a4a53c3a59	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2202-GRO-126		EHX 3135	Germoplasma en conservación						f60c4563-ee5d-454b-853c-fb79a5ec1cdc					
e04c2fdc2decf7de4dc4dc370319ec5f	Organism			ECOSUR				CH		2002-1288-1			Germoplasma en conservación						03213c1e-c836-4e3f-86cb-b9723c15f51e					
e0505b2abed4bdef4fc4bfecaba83eec	Organism			ECOSUR				CH		2002-0376-1			Germoplasma en conservación						9abaf707-e2ed-450e-9827-246eafce7ab6					
e05cccb4125a48c4492799420ec1dd27	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6343-PUE-583			Germoplasma en conservación						13d7c447-2094-41ba-981f-aa64e40e53c8					
e05dfd40d5c315cd29a022617347dc45	Organism			ECOSUR				CH		2002-1116-1			Germoplasma en conservación						12816ed3-eba4-4fa3-a48f-4a7b500735a5					
e066dffb92a797e23ddc83e52cc9f35b	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6079-PUE-319			Germoplasma en conservación						9bf9ae58-4402-45b4-a392-b60444c50d93					
e06d15377a9756d390e482e5f23a8b33	Organism			ECOSUR				CH		2002-0052-1			Germoplasma en conservación						cd016d98-38f7-4b4f-a198-5c869948256f					
e06fbf0761996e09706dafbe6db5e746	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		221-CAMP-177		ROP 73	Germoplasma en conservación						671d7c59-39a1-4dd2-944b-787117d488ea					
e07c90855c03e0e4baa91bb92a3734ce	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		8187-VER-278			Germoplasma en conservación						d3f10c4c-1c41-4082-ba62-ddb44204d993					
e080c9e332c6831e5836741459332d25	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7555-TAMS-128			Germoplasma en conservación						3c33e65b-a153-4b42-948d-d6da45f00bec					
e0878d4d1b3574fc4bf6ac5531cfa02f	Organism			ECOSUR				CH		2002-0550-2			Germoplasma en conservación						de87c7d6-fe90-4f1a-b895-b134d4b1da29					
e08a4e32050edefbec11a52901a50f4c	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1129-CHIH-194		EHX 15207	Germoplasma en conservación						de7d1386-cc0b-405d-bdea-db2a0c6d3508					
e08ab8f470650aeab60df66aa223cd75	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		8937-ZAC-190		EHX 15418	Germoplasma en conservación						e4ca76e9-b49e-44c8-a65e-aac575d75510					
e08ded3c9300a2e4fb791a21e1ca4283	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		319-CHIS-88		EHX 1091	Germoplasma en conservación						af1c2bf2-f130-48d2-b9f1-60e6ebe7b003					
e09325be7bd125616fc66d5d1bed55e8	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5815-PUE-49			Germoplasma en conservación						3ab39b76-a79e-4c23-a187-340b676fcbf3					
e097dc14846274eb3f55529fb7fef52a	Organism			ECOSUR				CH		2000-0224-2			Germoplasma en conservación						11c74872-40df-4b33-aeb9-76e727368d0b					
e098c78627884aea80c8750d49b2f353	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4076-MEX-675			Germoplasma en conservación						01f1e4e5-7261-4486-985c-912ae9797573					
e09e1b7aa2a1d54b558ed44840e6b3b5	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3163-JAL-448			Germoplasma en conservación						b10f77fd-6c57-43a7-91a3-bae7a2cb1baf					
e09eaabd92546512421ff3cc6f407f6c	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		593-CHIS-359		ROP 74	Germoplasma en conservación						bbcff0bc-c811-4116-b877-82acf8e54bf4					
e09f5ab629b75b073d7caba9bc1cd432	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5583-OAX-379		EHX 15792	Germoplasma en conservación						bbebb157-dfb5-48cd-8598-ae849501c297					
e0a5c1f3d8202610a78c195c6690b5c1	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		10124-Taba-93		Taba 93	Germoplasma en conservación						f6537e67-3d8c-4355-bed7-b8d0ef2137e5					
e0a79a5c53ea302681e345b2aea9ed97	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3141-JAL-426			Germoplasma en conservación						6809d247-4498-426a-9dd0-779c119639aa					
e0a7c2e200e8f4a7810c3381bb85dbab	Organism			ECOSUR				CH		2002-0695-1			Germoplasma en conservación						648d3a27-e952-451e-8fa4-ff6d6d074d55					
e0afbc0a3ff7a124227e96fb7f4d8e75	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9037-VER-659		PRV, JAA, MSM, DA, RA, PS 9	Germoplasma en conservación						eeac7f42-6ff9-4c9c-ae52-f1bf89755152					
e0b4ee9ce6a7f782d1f5e75c3bcf5e82	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		903-CHIS-668		ROP 564	Germoplasma en conservación						fba0363a-31aa-4b0f-9abe-2a0f46dab086					
e0b66a17d58c43402cc0e82907126c62	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2075-GRO-1			Germoplasma en conservación						100f6030-bea3-40f7-9309-1239111d05cd					
e0b830e208fc38bf06bd22b305751444	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2567-HGO-106			Germoplasma en conservación						ef3aeabb-631f-45f2-a0ed-e9238fa398d7					
e0b880a1c3f84ffe414234f1dcaf145e	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1707-DGO-247		ALJ 44	Germoplasma en conservación						ee8716c1-e597-4de0-b921-f474439bd0f7					
e0be5dcbdd9e30e441d0b7c69c3622e2	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6128-PUE-368		PP 39	Germoplasma en conservación						6b5c3944-68a8-420d-be9b-9de3bbc69b55					
e0c1ea212085a42d4109f470e76e9ea0	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		741-CHIS-506		ROP 290	Germoplasma en conservación						7670c555-869f-4d2f-9a10-9e2707e58927					
e0c51397fa329e0bc2dffb072834efd0	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		8025-VER-116			Germoplasma en conservación						26dbeb31-e018-4830-b278-8215538ee230					
e0c85d8fa422d989a331921e99ae8107	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2223-GRO-147		EHX 3181	Germoplasma en conservación						61cad6bb-74dc-4d55-b2db-0c414a14d768					
e0cac7e610b153ba6f2ed249de4e6e26	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2779-JAL-77			Germoplasma en conservación						f088354d-c810-4db8-9479-8f1d8df20b40					
e0d1c687e22efab3c5444a91e149b079	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2414-GRO-335		ERC 56	Germoplasma en conservación						b8a9092e-03b8-49a3-b3ce-4db571d978a2					
e0d466d829fbe0e6e82f29580fa49dc1	Organism			ECOSUR				CH		2000-0042-1			Germoplasma en conservación						a9807d59-acac-475e-b580-8efcb107e8a4					
e0d6bb22618a21d447cfe228d10ba453	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9050-VER-672		PRV, JAA, MSM, DA, RA, PS 22	Germoplasma en conservación						fdd179f0-4b4f-4ee7-bc94-ecb6edf02df8					
e0e5adec0ac31cff97924eb3acadb76d	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5476-OAX-272		EHX 15706	Germoplasma en conservación						c0a175a5-006d-4e54-afa8-5b1c83b38774					
e0e5ba677ac4fa586a5836983b6cfb6c	Organism			ECOSUR				CH		2002-1231			Germoplasma en conservación						20b5b1b0-1427-4da5-8aad-1cb3a957608a					
e0ecb877f00d883a325e63daadee52a2	Organism			CIRPAS-INIFAP				BAGENO		12039-OAX-1868			Germoplasma en conservación						7ff446c8-be38-40c2-9e05-ba2814760df8					
e0f2159364154fc5b63f758a969cd412	Organism			ECOSUR				CH		2000-0256-1			Germoplasma en conservación						a5178b6e-19a2-47d0-9493-b032cd304921					
e0f6e16f903c79188acbeeb22f054a7e	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		2402-GRO-323		ERC 44	Germoplasma en conservación						5ebaa545-8658-4323-8c32-dd5d8655e063					
e103efadcde6c2e8ff60b87c3d8fb3ff	Organism			ECOSUR				CH		2002-0411-1			Germoplasma en conservación						6c1c949d-c21d-429b-8881-7dd3c8e740f0					
e10aa9406ccf010d0c241fc647aac8ee	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4293-MICH-165			Germoplasma en conservación						f5132adc-1d3b-4d0a-939a-90e825550a95					
e10b6016da3bb3ca7f6e86c7ead9fb50	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7167-SIN-109		EHX 14957	Germoplasma en conservación						00be9bf8-33ac-431f-87d5-2bd05c06b621					
e11464f92100ebdee960008db812526d	Organism			ECOSUR				CH		2002-1216-1			Germoplasma en conservación						7c997bfe-5dc2-4ab9-8506-5ca74584b785					
e119e8a50ab00bc998d136c8fa68537e	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6317-PUE-557			Germoplasma en conservación						6db1b9f2-6a53-4f21-a6c5-b104fd261888					
e174b3571f2ca8ba6939ed3422ffcbb8	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9384-BC-17			Germoplasma en conservación						30efc0e8-f576-4329-8e3f-8c0e316b802f					
e11ac0e9b5ca569f3a91c0af070e645a	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		8457-VER-612		PRV, JAA, MSM, DA, RA, PS 78	Germoplasma en conservación						660648c2-8726-4ff8-9529-5cb6378da12a					
e11e33e9f5642c8979ea90b418efc634	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4025-MEX-624			Germoplasma en conservación						48f99b6c-e1ce-45b6-a58b-907b72fe7b4e					
e12700eb7ed1fa7738a01e615330bdd8	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6958-SLP-106			Germoplasma en conservación						0774326d-d8a4-4791-80bc-cd8c8eb15896					
e12765e745c4567327a74e6d54741e61	Organism			ECOSUR				CH		2002-1455-1			Germoplasma en conservación						8cf6d6fe-b534-4589-b63b-6de3f7939227					
e130f8865e364055e20dc822f6c8bfaf	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		718-CHIS-483		ROP 261	Germoplasma en conservación						e8c39ff2-a4cd-49a2-8e70-075e491ba962					
e1325a5567c79f3e111fd62235a0c104	Organism			IMAREFI-CUCBA-UDG				IMAREFI		10592-JAL-785		JRP & JGML 05033	Germoplasma en conservación						41166ee3-7189-4484-a6c0-0df531d4c78f					
e137916fdb033a65011e4dea7d751aae	Organism			ECOSUR				CH		2002-0537-1			Germoplasma en conservación						9ba6848b-623c-4fa8-a26d-1db0b13c1c52					
e1463778bb5bdec3a936a303a9e11cb9	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6361-PUE-601			Germoplasma en conservación						432e321f-bcf9-44c9-8629-9e045c7d3886					
e1470efa20434363f5ee5d3231a7b8ff	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6687-QRO-82		ROP, JLRO, JCP 7	Germoplasma en conservación						8f42a61c-27f6-4b84-a0c0-a87bb7e29900					
e14db51220ecfa7010f52b23f4fd6cfd	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1482-DGO-22			Germoplasma en conservación						6982377a-3fc6-4f93-8fdb-ff55f80dd793					
e154148dc5d48407164b2a1db1927e6d	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		10792-HGO-372			Germoplasma en conservación						57a3d3e8-b45e-45c3-a285-1d177512cfa7					
e155eaf57b9e2ce5e74f14e7154bf8fd	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1171-CHIH-236		EHX 15273	Germoplasma en conservación						625657c2-2f79-4396-ae52-66284c9a4e6a					
e15c52aa4fbb2e243e029defa09f84a1	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9459-TLAX-402		AMA & SSC 70	Germoplasma en conservación						64173f4a-cd5d-4ec8-97d0-c2c31e572d3c					
e15e48fcb9f35802fa50474989eb1b25	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4023-MEX-622			Germoplasma en conservación						9577ec01-53fd-4502-bb7d-94b74517dcdd					
e15f71f002b2c4a2a0299b1f852df080	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9119-VER-741		PRV, JAA, MSM, DA, RA, PS 93	Germoplasma en conservación						e6245cce-c481-4ebc-bd16-a1b05cb60172					
e167f7b0d700802c0193f5b7f250245b	Organism			ECOSUR				CH		2000-0131-1			Germoplasma en conservación						3f8e84cc-55ee-4e30-9eee-674953734288					
e16f14995025b9ebdab242746d79e350	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		5694-OAX-490		RZD 17	Germoplasma en conservación						281b4838-929a-4023-9475-e5ee033b2917					
e1703fd21868af8746cdc303748eb1b4	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3893-MEX-492		ARR 34	Germoplasma en conservación						fc8e096c-9fe5-429a-99e2-be52f83a4cd6					
e175aac15bdfb97f2c592d222a3ec38e	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9108-VER-730		PRV, JAA, MSM, DA, RA, PS 80	Germoplasma en conservación						eb2d0cb8-f3c2-44f8-8d19-e05ff0d2da2a					
e177576ffb274a66fc2d84b5b99408d1	Organism			ECOSUR				CH		2000-8002-1			Germoplasma en conservación						7e33c8e6-32c4-4d98-a187-046b8b459ad3					
e17c63b06f07e0a71326d49ced6d03e7	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		10211-JSG-RMM-LCL-493		JSG, RMM, LCL 493	Germoplasma en conservación						c7d91c53-df28-4835-b402-9a4f7f11ae48					
e17f483c0886d802801f6f96f251ae02	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		11210-OAX-1039			Germoplasma en conservación						eab141ab-e208-4955-98d3-8d42be913bde					
e18a7568de74f5019fe27f6e95a5abd7	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9222-MICH-502		ND 78	Germoplasma en conservación						52fef65d-cf00-489c-a067-fc8fa706b288					
e199d19cbf25bc7cd41edbb6e2783dc8	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		7277-SON-32		EHX 4732	Germoplasma en conservación						b82675b0-b397-4259-a803-1a8cd3eeaf5b					
e19d0410219e8606e32ec096febfefe6	Organism			ECOSUR				CH		2002-1041-1			Germoplasma en conservación						55c3ce8d-f7bd-4dc7-8bb9-2f3c55e47768					
e19df5e488e6f0320b0a13d08b595034	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3196-JAL-481			Germoplasma en conservación						8e4aaf75-3a89-4e68-8bc3-724d7b1296e7					
e19eaba2c41a89be610ffef383992572	Organism			ECOSUR				CH		2002-0078-3			Germoplasma en conservación						113e792a-6ae0-493e-a94b-ba02c4eff124					
e1a23ffb53cbbaedb3a0b89e3ee0acf8	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6937-SLP-85			Germoplasma en conservación						2950d105-53a3-4102-9382-f322431f75dd					
e1aa508a67ecd9c9d3a3281d1b7b30d7	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		8282-VER-373			Germoplasma en conservación						966e50a1-0e7f-4f4f-b0b0-4d7d2823476d					
e1b2d5e8ce555958395aff26af6fb98c	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		1352-COAH-68		AME 42	Germoplasma en conservación						f026147f-26d1-48f3-9849-15339f72c6b5					
e1b8f19e960e36d668503d454d025119	Organism			CIRPAS-INIFAP				BAGENO		12010-OAX-1839			Germoplasma en conservación						42a9d429-5ff9-4608-b4da-d018725af17f					
e1ba900edebbc6870cc038d401f18807	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		3955-MEX-554		RAS 1	Germoplasma en conservación						8280259b-9e73-4b4e-86d9-a9c94f83ba32					
e1c7b7467e19729ce36e119b89b904f3	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		609-CHIS-375		ROP 111	Germoplasma en conservación						d5b7656e-9feb-4e02-8a4b-f97ba453e227					
e1cb9b2019141ea3bc7478d1a6ea0161	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		11500-OAX-1329			Germoplasma en conservación						42a33883-ebc6-4366-8e8f-a4a0895f5fba					
e1ccda36b4e58f5c593bc830cccacabf	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		318-CHIS-87		EHX 1090	Germoplasma en conservación						3eb6b379-ba0b-4a6d-a94b-c3794ceac8c2					
e1d345eb65d1384af4c01e92b4960b40	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		6728-QROO-12		HML 11	Germoplasma en conservación						8cfa4eec-65d3-4844-baab-8caa4829ad83					
e1d71fa43c0c2489de9fae94b06cc597	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		4591-MOR-11			Germoplasma en conservación						47f3a157-f6e9-4fe0-8f12-8332724be49c					
e1d8a898560de2511e048acedd4f5f4f	Organism			CIRCE-CEVAMEX-INIFAP				URG-BGM		9100-VER-722		PRV, JAA, MSM, DA, RA, PS 72	Germoplasma en conservación						1b085399-816a-4da4-b423-675ff374932e					
e1d905be00989aac3b80603837d57c76	Organism			ECOSUR				CH		2002-0595-1			Germoplasma en conservación						1bfb77b6-8daa-4ea9-b5bc-af0a721227d6					
