material_entity_id	material_entity_type	preparations	dispositions	institution_code	institution_id	collection_code	collection_id	owner_institution_code	catalog_number	record_number	recorder_by	recorder_by_id	associated_references	associated_secuences	other_catalog_numbers
e31892b05a8756599e9b1a6ceae9572c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC207MOR	207	Alberto Trujillo Campos				
e39a61f40d1c0bdd830a7dec498fe5eb	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE259CHIS	259	Bulmaro Coutiño Estrada; Francisco Javier Cruz Chávez; Sulma Verónica José Flores				
e3ce27ea355bd347f33549a1ff9c001c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM088GRO	88	Noel Orlando Gómez Montiel; Juan Cañedo Castañeda				
e3eb9965501cb91d579bd379a7c58647	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM065GRO	65	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Primo Alberto Vicente				
e453e861e2e3524d8cb0237bd3840be1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE309CHIS	309	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
e45bad538ffbeac796d34b07e3675ff1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM451GRO	451	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; José Salgado de la Paz; Cesario Catalán Heverástico				
e45fce0526c709c6c5d1a42a8b756518	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE133CHIS	133	Bulmaro Coutiño Estrada; Francisco Javier Cruz Chávez				
e47db35d9cb0904cae72c595b2660b80	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC359MOR	359	Alberto Trujillo Campos				
e4972702b30d5b2506eac26ae9db7961	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM627GRO	627	Noel Orlando Gómez Montiel				
e49bdea5a685e0524dc31debed30a62c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC302MOR	302	Alberto Trujillo Campos				
e4adf8fd4070c5b4f4d1c0d548b6fbb9	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC044MOR	44	Alberto Trujillo Campos				
e4d628da6120c5741a8b6caaae94912e	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM073GRO	73	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Primo Alberto Vicente				
e4e34d4df0ed07a2ca2a768c61fece9d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE476CHIS	476	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
e51e9770fe944fe4a71049c1a959ec3e	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC037MOR	37	Alberto Trujillo Campos				
e562597a9fa112dd14b70cf843b8a279	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010NOGM695GRO	695	Noel Orlando Gómez Montiel; Francisco Palemón Alberto				
e570bcc85ee171e2f6bc236f5ca443cd	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE498CHIS	498	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
e5a66cecdcea344fc5293843e5dd7cc3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010NOGM668GRO	668	Noel Orlando Gómez Montiel				
e5f42ae1b504cb11b9dc6255ac4c7805	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE082CHIS	82	Bulmaro Coutiño Estrada; Carlos Ernesto Aguilar Jiménez				
e60b19ac51206c69ed224182d2039e18	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010NOGM688GRO	688	Noel Orlando Gómez Montiel; Francisco Palemón Alberto				
e60f5c60d036dfc0f12c60dd0b505d99	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC147MOR	147	Alberto Trujillo Campos				
e62b4a94c6909378cfc69e82250ac284	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM025GRO	25	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Primo Alberto Vicente				
e68fe4daa8d8bade52fc33047b7a2b77	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE140CHIS	140	Bulmaro Coutiño Estrada; Francisco Javier Cruz Chávez				
e6cd8d347f1567a86b55cc69c9763c9a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE401CHIS	401	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
e6e6c3d23306123dca8394a122b3f32f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM132GRO	132	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda				
e6f7549f3eb99ed2bbaa0631829eaf8d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM466GRO	466	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Pablo Murillo Navarrete				
e7466459f78148ceeaa73b96c3a57cc7	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE109CHIS	109	Bulmaro Coutiño Estrada; Carlos Ernesto Aguilar Jiménez				
e7606c1d116110d87902bf7e2add00db	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE096CHIS	96	Bulmaro Coutiño Estrada; Carlos Ernesto Aguilar Jiménez				
e7670406735bdd6d075096b6c4a84888	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE191CHIS	191	Bulmaro Coutiño Estrada; Grisel Sánchez Grajalez				
e792c5bfcf9588082af34af59c98cb66	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC296MOR	296	Alberto Trujillo Campos				
e79e815c32b8a6f0af226549c926e918	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE581CHIS	581	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
e7a8a8560b82d5f2eeed585b7560edfc	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE551CHIS	551	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
e7b3963205b992dac053d63f100a70be	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC272MOR	272	Alberto Trujillo Campos				
e7d42ed2b0115277bc62316287dc9d99	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010NOGM732GRO	732	Noel Orlando Gómez Montiel; Francisco Palemón Alberto				
e7e40eb595217edfac79bf302ce32515	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM114GRO	114	Noel Orlando Gómez Montiel; Rafael Reza Alemán; Francisco Palemón Alberto				
e820f6d5421f53f62a52d9311a197c44	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM560GRO	560	Noel Orlando Gómez Montiel				
e829f0f5159f9e8de49e038b8c3ef3a4	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009FPA395GRO	395	Francisco Palemón Alberto; Juan Cañedo Castañeda; Primo Alberto Vicente				
e8843bfa214e33731e0482b8a028d555	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM282GRO	282	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda				
e8dcdf5d445be4afba6da0ecab4513c0	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM098GRO	98	Noel Orlando Gómez Montiel; Juan Cañedo Castañeda				
e95552c40ca42a5bf4b98c04a3b1763b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE569CHIS	569	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
e9827a4ae3d5b1c37cc505545ca83adf	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC131MOR	131	Alberto Trujillo Campos				
e9b23b996d3e0257d754a9680075efc8	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE066CHIS	66	Bulmaro Coutiño Estrada; Grisel Sánchez Grajalez				
ea94a946017b5fcd123239a73a9b6a8a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE030CHIS	30	Bulmaro Coutiño Estrada; Grisel Sánchez Grajalez				
ea97ab9646257aeb52a52f698303c52d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE481CHIS	481	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
eaa33088e6109e1bee0dd924261c91e6	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC210MOR	210	Alberto Trujillo Campos				
eb31f456cdfa1f39fca53cd666411c33	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE674CHIS	674	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
eb3d47e9272b32384533f040bf362021	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM021GRO	21	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Primo Alberto Vicente				
eb44857ebe2524f4065dfbec4e405bba	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE588CHIS	588	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
eb5c5c029baec294b7afb1650cca76c7	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010NOGM739GRO	739	Noel Orlando Gómez Montiel; Francisco Palemón Alberto				
eb7e32c564815bd787d24b6f47dcf9c0	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE705CHIS	705	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
eb829df84a2dc65f07b5be5f44dc7107	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM014GRO	14	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Primo Alberto Vicente				
eba6f6905d87b3266b7b2bd823cbfd22	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC018MOR	18	Alberto Trujillo Campos				
ebca81409b7c67b21f9a28edfd9ca7b0	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM461GRO	461	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Pablo Murillo Navarrete				
ebe3569f74c12cf9b7c4bef97137449f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE205CHIS	205	Bulmaro Coutiño Estrada; Grisel Sánchez Grajalez				
ec00a93c68a0447e64ee35dc798594c0	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE579CHIS	579	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
ec1b25cef2aec8e087b9481839a98776	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE376CHIS	376	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
ec51b55dccff530d6f37796e05db1dca	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM105GRO	105	Noel Orlando Gómez Montiel; Rafael Reza Alemán; Francisco Palemón Alberto				
ec537d0ae9946e4de2f878af00e052f5	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009FPA361GRO	361	Francisco Palemón Alberto; Juan Cañedo Castañeda; Primo Alberto Vicente				
ec5c1b61e6f7c3e178d0bf4eac08acdd	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE252CHIS	252	Bulmaro Coutiño Estrada; Francisco Javier Cruz Chávez; Sulma Verónica José Flores				
ec7e838d8820d5b33ffd3b74375326d3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE271CHIS	271	Bulmaro Coutiño Estrada; Manuel Grajales Solís				
ecbbfd5084cc4a894cedbe547c051f62	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM186GRO	186	Noel Orlando Gómez Montiel; Francisco Palemón Alberto				
ece230c231821c23eea9d4e0fb69c4e4	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE051CHIS	51	Bulmaro Coutiño Estrada; Grisel Sánchez Grajalez				
ed041e22af0306472cc5f19a829f3f75	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM020GRO	20	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Primo Alberto Vicente				
ed2d47cd39c8923d517be39049e71e0f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM292GRO	292	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda				
ed5935dff0c3b5a36ca78b8511cff78a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC341MOR	341	Alberto Trujillo Campos				
ed929130259d27f4302239655a9a8d66	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE590CHIS	590	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
edfb877d0a363b01c68025eb8164cb0f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM462GRO	462	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Pablo Murillo Navarrete				
ee65475a31eb2eebc6d14eee7a0a385e	ORGANISM			CIRCE-CEVAMEX-INIFAP		NO APLICA			INIFAP2009NOGM072GROTr	072	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; José Salgado de la Paz; Cesario Catalán Heverástico				
eed3662208c3010e714ea6fbef32845d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE557CHIS	557	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
eed367d020da1438265478a3146aa8fd	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE484CHIS	484	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
eed4bf55a655a7ff9fe260d8bbc0de35	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE236CHIS	236	Bulmaro Coutiño Estrada; Grisel Sánchez Grajalez				
eefb3986091819d82c64f123d6c35f00	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM092GRO	92	Noel Orlando Gómez Montiel; Juan Cañedo Castañeda				
ef74f2089d669737152661cd4267c786	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC332MOR	332	Alberto Trujillo Campos				
ef7ec4b71f6135067fe438e6affa23a0	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM278GRO	278	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda				
ef81f6549eddfcdc701f12ac776de556	ORGANISM			CIRCE-CEVAMEX-INIFAP		NO APLICA			INIFAP2009NOGM067GROTr	067	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Pablo Murillo Navarrete				
eff89d6d17289c20bf51da577bd7d3e5	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC238MOR	238	Alberto Trujillo Campos				
f08bcf0a7e45df523d3a54b77afe333e	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009FPA366GRO	366	Francisco Palemón Alberto; Juan Cañedo Castañeda; Primo Alberto Vicente				
f0982aa6634178a978dc856c8565b337	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM097GRO	97	Noel Orlando Gómez Montiel; Juan Cañedo Castañeda				
f0c3d1c7c1cf00ec9a0d02b24150af04	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM431GRO	431	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Pablo Murillo Navarrete				
f0d06de4fea7c7ee36820dacca504c2b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE477CHIS	477	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
f0e554decbf3ac06c290ded104031093	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009FPA376GRO	376	Francisco Palemón Alberto; Juan Cañedo Castañeda; Primo Alberto Vicente				
f0f4e9cf9926b493e9c926939621d7ad	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC259MOR	259	Alberto Trujillo Campos				
f11efa0a2372520c9113e292b6863bab	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010NOGM733GRO	733	Noel Orlando Gómez Montiel; Francisco Palemón Alberto				
f15db5fcf07d9c10468d0eec9076682a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE285CHIS	285	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
f16664bc11fdf52cc852bba567fcaffb	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM487GRO	487	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda				
f17410a8fa6a754ad7e0ec62da5f1e00	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010NOGM737GRO	737	Noel Orlando Gómez Montiel; Francisco Palemón Alberto				
f191b5477da465025895e11f06e5f47c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC195MOR	195	Alberto Trujillo Campos				
f19a69463864d64e05609b911d890ef5	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE308CHIS	308	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
f1a01926eec8c20bce12f44a13f3256a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE278CHIS	278	Bulmaro Coutiño Estrada; Rosario Carrasco Pérez; Rigoberto Hernández Jonapá				
f1a4a4cd41bb265ed05964f0f95b9572	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM155GRO	155	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; José Salgado de la Paz; Cesario Catalán Heverástico				
f1b234379b1204506d83644268cd8200	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE225CHIS	225	Bulmaro Coutiño Estrada; Sulma Verónica José Flores; Francisco Javier Cruz Chávez				
f1b5f083fa16dfaa3e808aaa5b98c28a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM324GRO	324	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Saturnino Espindola Vicente				
f1c624f75e0a25a373476a87188ba55c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE630CHIS	630	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
f1d33736ad01842ac39660ad086daaa0	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE034CHIS	34	Bulmaro Coutiño Estrada; Grisel Sánchez Grajalez				
f1e3fa92fce3b8430467312fa3434095	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM441GRO	441	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Pablo Murillo Navarrete				
f1fc81915eaca405f37e335523fec1de	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE164CHIS	164	Bulmaro Coutiño Estrada; Sulma Verónica José Flores; Francisco Javier Cruz Chávez				
f29e5af33f7adf5d30015909ea482c0a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE089CHIS	89	Bulmaro Coutiño Estrada; Carlos Ernesto Aguilar Jiménez				
f2d09d810526c42e3a0e64dbf904fc45	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM213GRO	213	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Pereyda Hernández				
f2db77e2d1cabf9fb236018551e1e04c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE107CHIS	107	Bulmaro Coutiño Estrada; Carlos Ernesto Aguilar Jiménez				
f2f66775316a4ff3640a98ddb3f08e54	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010NOGM743GRO	743	Noel Orlando Gómez Montiel; Francisco Palemón Alberto				
f325d5d6c948cd6f5edc3ceda660183a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM329GRO	329	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Primo Alberto Vicente				
f32af6f047eede066613f7973c409b83	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE267CHIS	267	Bulmaro Coutiño Estrada; Manuel Grajales Solís				
f35ec2e05b604104bd1c56abdc63fa00	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM187GRO	187	Noel Orlando Gómez Montiel; Francisco Palemón Alberto				
f3643e377701b7873f779591ed8ffdd0	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM439GRO	439	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Pablo Murillo Navarrete				
f37a947fed9bbd1214c53c5377b6f4a1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC173MOR	173	Alberto Trujillo Campos				
f3836dac1edbf2be33fe5d8897c353bb	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC255MOR	255	Alberto Trujillo Campos				
f383a259f4e8fb6cdb8d462fc5af26d9	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM037GRO	37	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda; Primo Alberto Vicente				
f3ed6110405848859c498d73888a4789	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE552CHIS	552	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
f3f0ae5b43c3fb4adfda47935af43d2c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE124CHIS	124	Bulmaro Coutiño Estrada; Sulma Verónica José Flores; Francisco Javier Cruz Chávez				
f3f4d0dc9b3acd0c700814913e2fec12	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC278MOR	278	Alberto Trujillo Campos				
f45558d536283fb3672536a03dcc851f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009BCE013CHIS	13	Bulmaro Coutiño Estrada; Grisel Sánchez Grajalez				
f45957127eab268e4646962c998941e5	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC004MOR	4	Alberto Trujillo Campos				
f49ffdaf7bac8afca953323d90841ccc	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE502CHIS	502	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
f4c6a140a0a98c796192cda764aecf08	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009NOGM297GRO	297	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda				
f4e07cad605742358f47e197e9adf4a8	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010BCE564CHIS	564	Bulmaro Coutiño Estrada; Carolina Cruz Vázquez				
f4eccec9fbd522bd335f8a3578540c0d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2008NOGM076GRO	76	Noel Orlando Gómez Montiel; Francisco Palemón Alberto; Juan Cañedo Castañeda				
f4fae6b07cb64bc8c149fe25fb11dcef	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2010NOGM740GRO	740	Noel Orlando Gómez Montiel; Francisco Palemón Alberto				
f548a9ace9b2cc8cbe515395fb3a2b54	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			URGBGM2009ATC273MOR	273	Alberto Trujillo Campos				
