material_entity_id	material_entity_type	preparations	dispositions	institution_code	institution_id	collection_code	collection_id	owner_institution_code	catalog_number	record_number	recorder_by	recorder_by_id	associated_references	associated_secuences	other_catalog_numbers
574133817dfec008d9a2ea836d68bd3b	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11292-OAX-1121		Flavio Aragón Cuevas; Nicolás Dillanes Ramírez; Simón Méndez				
57446a4ba5a1bb34db5d70b619d932b3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4326-MICH-198		Rogelio Ochoa Espinoza				
574d927014b6f1fc85bf388cc23b5047	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11006-OAX-835	FAC & ST & FHC 14	Flavio Aragón Cuevas; Suketoshi Taba; F Humberto Castro García				
5752f5ddcae66073e5a0eb4fdadbcb1b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8100-VER-191	JJR 51	José Jiménez Ramírez				
575311f5019d3d236c7aeaef80025a36	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5356-OAX-155		Kaplan				
5759cc43f1888d012912e3bcc918a79c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3217-JAL-502		Salvador Hurtado de la Peña				
575a49694e805ccb22ccdb0bed0a1e86	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10497-CHIH-488		Venancio Solano Romero; Moisés Chávez Hernández				
57618872fdc846a64e2c539ded1f0596	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1417-1		Hugo Perales Rivera				
5761a86154f9c77164237227359d14e1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1643-DGO-183	EHX 15350	Efraím Hernández-Xolocotzi Guzmán				
5761b7be8a817e4141c2409031c3027b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9454-TLAX-397	AMA & SSC 65					
5762fca879039b5ae489fd3f81d3ef04	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11311-OAX-1140		Flavio Aragón Cuevas; Nicolás Dillanes Ramírez; Simón Méndez				
5763c0dcf76a405fecb18cbbb6993ec3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9124-SON-47	EHX 4757	Efraím Hernández-Xolocotzi Guzmán				
5766dd72dfa7df5d669125cbde8b155f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9680-COL-56	JLRA 27					
57675efb645a21e18475a55e329d0f02	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5151-NL-71	CVM y estudiantes de UANL 25	Ciro Valdez Montoya				
576f58a5c4c7df4c20e0098fc22a1d1b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11108-OAX-937		Flavio Aragón Cuevas; Fabián; Simón Méndez				
5770ce456c17983d7b2aa9c774acca02	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0123-1		Hugo Perales Rivera				
57729c342fbff43d907472f5284b37c7	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0110-1		Hugo Perales Rivera				
5779496aba970ebe777b38e48965f247	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9489-TLAX-432	AMA & SSC 100					
577cb2d051a913ce5d0475b4aefb98bb	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0057-1		Hugo Perales Rivera				
577ef50aceecd11639ba8275e3adf94a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9233-MICH-513	ND 89					
577f854ac07c185badd881e0d0efba31	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5553-OAX-349	EHX 15699	Efraím Hernández-Xolocotzi Guzmán				
5781f0a71abb89a768b2db27df2a7a90	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5475-OAX-271	EHX 15705	Efraím Hernández-Xolocotzi Guzmán				
578815caa6b88af0d78c7cb331fb3b75	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7126-SIN-68	EHX 14848	Efraím Hernández-Xolocotzi Guzmán				
578ac38d9dfdf6b5db2c34017cc182b9	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			964-CHIH-29						
578c7642894d331603f53263ceb9ab92	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0119-2		Hugo Perales Rivera				
579071d9832b8124603611cdb8a7adf1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6395-PUE-635		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
5796841f55c5ef1eb3f73be2a17bcb84	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5496-OAX-292	EHX 15756	Efraím Hernández-Xolocotzi Guzmán				
579b3728cfa93a52b9169ea86a03e4a3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1061-CHIH-126	EHX 15129	Efraím Hernández-Xolocotzi Guzmán				
579f657dcf65b6e3bc03fc1b5a834347	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10108-MAS-14	MAS 14	Aguilar				
57a0f3b4f67bcdca4484c4ac9acc3317	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11621-OAX-1450		F Humberto Castro García				
57a3ec62f8c9049df2b623caddc8b7b5	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0296-1		Hugo Perales Rivera				
57a51e1abe7dd640d9967e64906b108e	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7886-TLAX-311	ARR 68	Alberto Ramos Rodríguez				
57b436fe13b189b15f2632305de1d02e	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8179-VER-270						
57b86484c7e01568a27edf8a84af6223	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3320-JAL-605		Santiago Medina Ocegueda; Salvador Hurtado de la Peña				
57ba4b03ad704340b26f2368688716ee	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3392-JAL-677		Santiago Medina Ocegueda; Salvador Hurtado de la Peña				
57bacf74ea66bec4a5a69423c28d3484	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8936-ZAC-189	EHX 15417	Efraím Hernández-Xolocotzi Guzmán				
57bf2c6dec233474a4c77aa926eaa6d2	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1386-COAH-103						
57c90610c0d336415b3ea2f877f59a97	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4889-NAY-145	IIA 780					
57ca2092edd53583b2d791b958221323	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8818-ZAC-74						
57ca9e58615e0d6fd189e44f688fe4f5	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9180-GTO-362	ND 36					
57cc340f9cb9ad9e1336d5fdcb326f33	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3219-JAL-504		Santiago Medina Ocegueda				
57cf7e6a4cfd9fe77bb91f1f7158f22c	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			11965-OAX-1794		F Humberto Castro García; Nicolás Dillanes Ramírez				
57d624204475276d59f1c288d6479754	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9768-GTO-440	BMDH 70					
57d9ec651b297d2ee9cb5e172a7916e1	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1575-2		Hugo Perales Rivera				
57db030eb9a65616dd256f9b0ffb4f89	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1960-GTO-229	JRPA 32	José Ron Parra				
57dcdaba496e9d7d86a58c97351510fa	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5916-PUE-145		Hermilo Hugo Ángeles Arrieta				
57e2f08e78042e81bc9348e267b03c89	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1777-1		Hugo Perales Rivera				
57ee6d418b20e05f02ead2d39c074b4d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1647-DGO-187	EHX 15355	Efraím Hernández-Xolocotzi Guzmán				
57ef2a887055f15e6e3a6b7a431f4366	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10821-HGO-401		Yolanda Beltrán Vargas; Fidel Arellano Tolentino; Zenaido Cornejo Gómez				
57fd1d10f5ccdd4b6c71e9fc78f15d9a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4416-MICH-286						
57feb139cb84cc61e0b6ef0a939ec380	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			498-CHIS-264	IIA 891					
57fecae1822934d4042c873f334100bf	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2201-GRO-125	EHX 3132	Efraím Hernández-Xolocotzi Guzmán				
580376424b61e9807acc18ffd6137493	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4682-MOR-102		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
58040708ee35b7d69ae916fa8535a202	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8069-VER-160	JJR 20	José Jiménez Ramírez				
5807380fb069e5017d0ebb23403b29a8	ORGANISM	Germoplasma en conservación		CIMMYT		CIMMYT			10317-T.spp-373-44						
580cf6ef7f1228d4ea8f399d6a2c319d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9994-C-2-78	C-2-78	Tarcicio Cervantes Santana				
580d0b5cbcfca45d06f3cab7a561c6ff	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5405-OAX-202	IIA 881					
580e0078c71be6e5aab37a65fdd2d90a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4801-NAY-56		Rogelio Ochoa Espinoza				
5815e03c78908b3c7223f40e779afefd	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6356-PUE-596		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
5817713b5ae6e11f538ff1966b198080	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4386-MICH-258	IIA 1095					
581d5a8f9a665bf5cc9b9b8935418db1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3019-JAL-304	EHX 15425	Efraím Hernández-Xolocotzi Guzmán				
581e4472c43e7146c23e1e87a21488ef	ORGANISM	Germoplasma en conservación		CINVESTAV-IPN		UCG-CINVESTAV			1564		Luis M Arias Reyes; José Luis Chávez Servia; Luis Latournerie Moreno				
58226011572a3a1284993e77bce9c70a	ORGANISM	Germoplasma en conservación		CINVESTAV-IPN		UCG-CINVESTAV			1787		Luis M Arias Reyes; José Luis Chávez Servia; Luis Latournerie Moreno				
5822edbe654917084e5242894306bd12	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8326-VER-439	MBF & ARR 101	José Manuel Fernández Brondo; Alberto Ramos Rodríguez				
5824f3d2c9cb92d75adc4bbd7321e438	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2581-HGO-120		Manuel Livera Muñoz				
5825ef716207587f3171b5aef1c18f24	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9537-TLAX-480	AMA & SSC 148					
582615cccc8d5e3c1d3771c7795032f7	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7848-TLAX-273	CT 53					
582ad0b2586c63746225e54132be5030	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10118-JSG-W-306	JSG & W 306	José de Jesús Sánchez González; Garrison H Wilkes				
582f137ae909a6ea47e5858d600d1518	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3843-MEX-442						
5834be799154bc7fdb19c327e689b616	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4846-NAY-102	IIA 788					
58358592e93791bb913650aaed3c5ce2	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6938-SLP-86		Rogelio del Toro Stodelly				
5836d73bc4d2bafe031c35ab7ae55f5b	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0302-2		Hugo Perales Rivera				
583c765923d173540f1b51e3a7ee178c	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1739-1		Hugo Perales Rivera				
58428ba56a034f69d95c8c7cc718da17	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6542-PUE-809	MFB & ARR 208	José Manuel Fernández Brondo; Alberto Ramos Rodríguez				
5845246b9aa3bd672bf374f475a70fa8	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3354-JAL-639		Salvador Hurtado de la Peña				
58485f32f2ea590ea5d941c01e8a6e19	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1136-3		Hugo Perales Rivera				
58491c2f72f214d38ad6ffad79631e8d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5223-OAX-24						
584d6d13e02f3faf1bdb56972c9fe18a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7247-SON-2						
584fc5b4b3824e2c3d2d6742ee2d1519	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			770-CHIS-535	ROP 335	Rafael Ortega Paczka				
585e475f09d9e6470bfae181a4fffa2b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8238-VER-329	P 26					
5860d02bdf32acfb9cdb1143be44e171	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4699-MOR-119		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
58669b52056306899c4108d6f93234aa	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9829-AGS-110	EVG & RPL 5					
586da548e941ed8503b1ba0fb83aee41	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9104-VER-726	PRV, JAA, MSM, DA, RA, PS 76	Porfirio Ramírez Vallejo; Jesús Alcázar A.; Mauro Sierra Macías; Darío Aburto; Ricardo Arroyo; Pascual de los Santos; Mauro Balderas Muñoz; Francisco Ortíz; Cirilo Ortíz Ortíz				
586f826287ef33312236bce40c7bce55	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0486-2		Hugo Perales Rivera				
5870bdaef480de0f0eb2d5a38fb06119	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8507-YUC-11	EHX 3817	Efraím Hernández-Xolocotzi Guzmán				
58750966432308ea9194b1fc4b0bb757	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2198-GRO-122	EHX 3129	Efraím Hernández-Xolocotzi Guzmán				
5876af4664b69c6b640bad739571f944	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1289-COAH-6						
587d4c3309426c9cbb7b02cde1cda72b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9131-SON-54						
58868efca79a9323d1c0bed874240afd	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8888-ZAC-141		Abel Muñoz Orozco				
588dc6e118f1f5c5a3eab0828ea5b378	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6591-PUE-922	MFB & ARR 378	José Manuel Fernández Brondo; Alberto Ramos Rodríguez				
5892452f14ea01914706177b887edc41	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9391-TLAX-334	AMA & SSC 2					
58924e3e8d2dac917e1281b8331d5a92	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6420-PUE-660		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
5892ee60c72d16f4bc13e53ae241cb35	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2838-JAL-133	EHX 3332	Efraím Hernández-Xolocotzi Guzmán				
58996269fb709f2f6ee0313db9579d99	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0081-1		Hugo Perales Rivera				
589c4917d2ec749e6a2f385eb42e4137	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1434-1		Hugo Perales Rivera				
589fd340f42cf4c523b0bbbfe10a90d3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5043-NAY-299	PRONDA 522					
58a0a9ef7f47ab06671cbe36de9501f4	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1927-GTO-196		Rafael Ortega Paczka; José Luis Rodríguez Ontiveros; Jorge Covarrubias Prieto				
58a12c77a32b1625a74a038f18719220	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2796-JAL-93						
58a83f6cb2f5206d7b046218de6c692e	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8709-YUC-213	ROP 13	Rafael Ortega Paczka				
58adb6510d1a2cc56bd97907d3feb738	ORGANISM	Germoplasma en conservación		CINVESTAV-IPN		UCG-CINVESTAV			1584		Luis M Arias Reyes; José Luis Chávez Servia; Luis Latournerie Moreno				
58ae63aa3c3c55076b7ef1b914ff30e5	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0833-1		Hugo Perales Rivera				
58b2ad50b34b4beaaba9b0ea33dede88	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2435-GRO-356	ERC 77	Enrique Romo Calderón				
58b4aec85f06b074f1760bff3bfadeee	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10063-JSG-LOS-119	JSG & LOS 119	José de Jesús Sánchez González; L Ordaz				
58b50cee4d6244d01aa073a168a9af27	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9439-TLAX-382	AMA & SSC 50					
58b9dc84b4561e645ba88cea32dc3542	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6678-QRO-73	IIA 246					
58be0703cdb29c85c4fd32cdc48b6ccf	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1048-1		Hugo Perales Rivera				
58c1110efbcba7c4768bb65fc7ac7233	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8716-YUC-220	ROP 24	Rafael Ortega Paczka				
58c3368b2a55a1713db901e284e55a02	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2699-JAL-2						
58c818f0786e9f0e0b3dd883dd7dd60f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4701-MOR-121		Abel Muñoz Orozco; Manuel Livera Muñoz; Agustín López Herrera; Carlos Aguirre González; Víctor Arturo González Hernández; José Luis Arellano Vázquez; C Sánchez; Mauro Balderas Muñoz				
58c98a3ae9f93af59ce0816c91d43501	ORGANISM	Germoplasma en conservación		CIRPAS-INIFAP		BAGENO			12038-OAX-1867		Flavio Aragón Cuevas				
58d0044885855193cf76bda7c4197de0	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0620-1		Hugo Perales Rivera				
58d62535e1b40f8b1c05354b34e30a6c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			4197-MICH-72						
58d66b884c9090f0d4f7865b124cddef	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5527-OAX-323	EHX 15823	Efraím Hernández-Xolocotzi Guzmán				
58dcb94ba1a14991af7f08aa7699f98b	ORGANISM	Germoplasma en conservación		CINVESTAV-IPN		UCG-CINVESTAV			1505		Luis M Arias Reyes; José Luis Chávez Servia; Luis Latournerie Moreno				
58e0af94a878f83148a1d471b0963dbf	ORGANISM	Germoplasma en conservación		CIMMYT		CIMMYT			10333-T.spp-1299-92						
58e1e0c0848fc1e55f2bee7ad45a3eec	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			2104-GRO-30	EHX 936	Efraím Hernández-Xolocotzi Guzmán				
58f6976221b4cd46de5a43f4d76aa8d5	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			646-CHIS-412	ROP 166	Rafael Ortega Paczka				
58f755a6cc64863e0db1dae9de62dc94	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9069-VER-691	PRV, JAA, MSM, DA, RA, PS 41	Porfirio Ramírez Vallejo; Jesús Alcázar A.; Mauro Sierra Macías; Darío Aburto; Ricardo Arroyo; Pascual de los Santos; Mauro Balderas Muñoz; Francisco Ortíz; Cirilo Ortíz Ortíz				
58f8e1ae345dc36a3aaebe5f63aa0dab	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1709-DGO-249	ALJ 46	Antonio López Jaramillo				
58f9c6a4e9ba7c983c7d0afa67877389	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10397-CHIH-388		Enrique Díaz Solís; Venancio Solano Romero				
58fc75e5d5156ae20988cabc479538f3	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			8317-VER-415	MFB & ARR 70	José Manuel Fernández Brondo; Alberto Ramos Rodríguez				
58fcabbcfad9477893d544c8d7e2f2f1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			7226-SIN-168	AAJC 17	Ángel Andrés Jiménez Cordero				
58ff7b5b77de1bf8a593ccde3bfb2c05	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9539-TLAX-482	AMA & SSC 150					
59068016956fb335ffffcb8702aa6b9d	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0258-2		Hugo Perales Rivera				
590841481efbb57910bb4481b6ca29d4	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11511-OAX-1340		Horacio Espinosa Paz				
5908c6bc0d69101a3ee6760405939ccf	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9361-CHIS-787	ND 7982					
59198aa829d5dd247d45638ab70af658	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9886-TAMS-170						
591ac2b78823790bce9d8163974bfa1f	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0298-1		Hugo Perales Rivera				
591d10bf594c1903305975df5895cd50	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0150-2		Hugo Perales Rivera				
5924bef06a7594cb60dbc9984e600d9f	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			1268-CHIH-333		Raúl Wong Romero				
592a09821475472c61329f7b298eedc1	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10684-HGO-264		José Rutilio Cuevas Martínez				
592c3c17a086ede46d6f7595fbb4239d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			476-CHIS-242	IIA 207					
592fd952f0108a18a6d4a38c4679955b	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6756-QROO-40	HML 38	Higinio Mayorquín López				
59318fba3429ffe87fe67a400e97c102	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9357-CHIS-783	ND 7976					
5931eaa7d59d5f209e1b11ddd87a1d1d	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			3680-MEX-280		Miguel Pedrizco Ramírez				
59353558963b06cf4fef8a22cd2294e7	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			9645-JAL-733	LOS 50	L Ordaz				
593e54c90fb1041a08e984a80cbec3ca	ORGANISM	Germoplasma en conservación		CIMMYT		CIMMYT			10275-T.spp-7139-4						
593fe96f671d9717a00a0584fa7e2aaa	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			11004-OAX-833	FAC & ST & FHC 12	Flavio Aragón Cuevas; Suketoshi Taba; F Humberto Castro García				
59431cfd2e1c9309e0239708b8b976d9	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-1290-1		Hugo Perales Rivera				
594ae50fe031a08afefe33ddac9c249a	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			6768-QROO-52	HML 55	Higinio Mayorquín López				
594fd1353afd8a048da8c1c9a9a65d2a	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0205-2		Hugo Perales Rivera				
5953b739d49a1e6e658c7265435d3fb9	ORGANISM	Germoplasma en conservación		CINVESTAV-IPN		UCG-CINVESTAV			1718		Luis M Arias Reyes; José Luis Chávez Servia; Luis Latournerie Moreno				
5953de9b5b9a7f27b3191d90d61ac3d7	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2000-0053-2		Hugo Perales Rivera				
5954562a6ae6a9518a1ffc91ece01a4c	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			5533-OAX-329	EHX 15838	Efraím Hernández-Xolocotzi Guzmán				
595592d8208ce845f4f19a48fea09604	ORGANISM	Germoplasma en conservación		CIRCE-CEVAMEX-INIFAP		URG-BGM			10816-HGO-396		Yolanda Beltrán Vargas; Fidel Arellano Tolentino; José Alberto Cruz Romero				
59568ee8b7511cdeb566459a9246d458	ORGANISM	Germoplasma en conservación		ECOSUR		CH			2002-0309-1		Hugo Perales Rivera				
